"FullName","Length","LastWriteTime"
"C:\Tiptorro\scripts\Start-ShopKiosk.ps1","5792","11.09.2025 20:07:30"
"C:\Tiptorro\scripts\Torro-Panel.ps1","15060","12.09.2025 01:44:28"
"C:\Tiptorro\scripts\Verify-Phase7-8.ps1","3431","11.09.2025 15:56:54"
"C:\Tiptorro\state\livetv.selected.json","149","12.09.2025 02:13:00"
"C:\Tiptorro\_backup\pre_reset_20250912_0201\assigned_access_events.txt","0","11.09.2025 15:33:58"
"C:\Tiptorro\_backup\pre_reset_20250912_0201\audit.whitelist.txt","88","12.09.2025 01:21:23"
"C:\Tiptorro\_backup\pre_reset_20250912_0201\audit_signatures_20250912_011116.csv","85868","12.09.2025 01:11:26"
"C:\Tiptorro\_backup\pre_reset_20250912_0201\audit_signatures_20250912_011116.log","21796","12.09.2025 01:11:26"
"C:\Tiptorro\_backup\pre_reset_20250912_0201\audit_signatures_20250912_011508.csv","86394","12.09.2025 01:15:12"
"C:\Tiptorro\_backup\pre_reset_20250912_0201\audit_signatures_20250912_011508.log","21980","12.09.2025 01:15:12"
"C:\Tiptorro\_backup\pre_reset_20250912_0201\audit_signatures_20250912_011720.csv","28844","12.09.2025 01:17:24"
"C:\Tiptorro\_backup\pre_reset_20250912_0201\audit_signatures_20250912_011720.log","21980","12.09.2025 01:17:24"
"C:\Tiptorro\_backup\pre_reset_20250912_0201\audit_signatures_20250912_012132.csv","26740","12.09.2025 01:21:36"
"C:\Tiptorro\_backup\pre_reset_20250912_0201\audit_signatures_20250912_012132.log","20676","12.09.2025 01:21:36"
"C:\Tiptorro\_backup\pre_reset_20250912_0201\audit_signatures_20250912_014725.csv","26740","12.09.2025 01:47:29"
"C:\Tiptorro\_backup\pre_reset_20250912_0201\audit_signatures_20250912_014725.log","20676","12.09.2025 01:47:29"
"C:\Tiptorro\_backup\pre_reset_20250912_0201\audit_signatures_20250912_014756.csv","26740","12.09.2025 01:48:00"
"C:\Tiptorro\_backup\pre_reset_20250912_0201\audit_signatures_20250912_014756.log","20676","12.09.2025 01:48:00"
"C:\Tiptorro\_backup\pre_reset_20250912_0201\CHANGELOG.md","0","11.09.2025 12:50:01"
"C:\Tiptorro\_backup\pre_reset_20250912_0201\devicemanager_FirstRun_20250910_021744.log","7338","10.09.2025 02:19:46"
"C:\Tiptorro\_backup\pre_reset_20250912_0201\devicemanager_HealthCheck_20250910_022745.log","608","10.09.2025 02:27:45"
"C:\Tiptorro\_backup\pre_reset_20250912_0201\devicemanager_HealthCheck_20250910_023522.log","608","10.09.2025 02:35:22"
"C:\Tiptorro\_backup\pre_reset_20250912_0201\devicemanager_Install_20250910_023520.log","1032","10.09.2025 02:35:22"
"C:\Tiptorro\_backup\pre_reset_20250912_0201\devicemanager_Start_20250910_023534.log","568","10.09.2025 02:35:34"
"C:\Tiptorro\_backup\pre_reset_20250912_0201\devicemanager_Status_20250910_021635.log","782","10.09.2025 02:16:35"
"C:\Tiptorro\_backup\pre_reset_20250912_0201\devicemanager_Status_20250910_022246.log","782","10.09.2025 02:22:46"
"C:\Tiptorro\_backup\pre_reset_20250912_0201\devicemanager_Status_20250910_022507.log","782","10.09.2025 02:25:07"
"C:\Tiptorro\_backup\pre_reset_20250912_0201\devicemanager_Stop_20250910_023534.log","362","10.09.2025 02:35:34"
"C:\Tiptorro\_backup\pre_reset_20250912_0201\edge-policies.reg","1964","12.09.2025 02:01:59"
"C:\Tiptorro\_backup\pre_reset_20250912_0201\edge-procs_20250911_205108.txt","1461","11.09.2025 20:51:08"
"C:\Tiptorro\_backup\pre_reset_20250912_0201\healthcheck_20250912_004706.log","6554","12.09.2025 00:47:12"
"C:\Tiptorro\_backup\pre_reset_20250912_0201\healthcheck_20250912_004807.log","6554","12.09.2025 00:48:10"
"C:\Tiptorro\_backup\pre_reset_20250912_0201\healthcheck_20250912_005547.log","6700","12.09.2025 00:55:50"
"C:\Tiptorro\_backup\pre_reset_20250912_0201\healthcheck_20250912_014706.log","6700","12.09.2025 01:47:09"
"C:\Tiptorro\_backup\pre_reset_20250912_0201\healthcheck_20250912_014743.log","6700","12.09.2025 01:47:46"
"C:\Tiptorro\_backup\pre_reset_20250912_0201\livetv.selected.json","95","11.09.2025 21:15:28"
"C:\Tiptorro\_backup\pre_reset_20250912_0201\monitors_20250911_205240.txt","75","11.09.2025 20:52:40"
"C:\Tiptorro\_backup\pre_reset_20250912_0201\monitors_20250911_221608.txt","73","11.09.2025 22:16:08"
"C:\Tiptorro\_backup\pre_reset_20250912_0201\ops-playbook.md","11816","12.09.2025 01:10:42"
"C:\Tiptorro\_backup\pre_reset_20250912_0201\phase4-5_printers_snapshot.txt","9190","11.09.2025 05:01:30"
"C:\Tiptorro\_backup\pre_reset_20250912_0201\phase8_20250912_014508.txt","522","12.09.2025 01:45:08"
"C:\Tiptorro\_backup\pre_reset_20250912_0201\printers_after.csv","2344","12.09.2025 02:02:00"
"C:\Tiptorro\_backup\pre_reset_20250912_0201\printers_before.csv","2344","12.09.2025 02:02:00"
"C:\Tiptorro\_backup\pre_reset_20250912_0201\printers_forms_AddForms_20250910_131940.log","4156","10.09.2025 13:19:41"
"C:\Tiptorro\_backup\pre_reset_20250912_0201\printers_forms_AddForms_20250910_132121.log","4156","10.09.2025 13:21:22"
"C:\Tiptorro\_backup\pre_reset_20250912_0201\printers_forms_Detect_20250910_122211.log","3590","10.09.2025 12:22:12"
"C:\Tiptorro\_backup\pre_reset_20250912_0201\printers_forms_Detect_20250910_131931.log","3590","10.09.2025 13:19:32"
"C:\Tiptorro\_backup\pre_reset_20250912_0201\printers_forms_Install_20250910_132141.log","4034","10.09.2025 13:21:43"
"C:\Tiptorro\_backup\pre_reset_20250912_0201\printers_forms_OneClick_20250911_044432.log","7920","11.09.2025 04:44:37"
"C:\Tiptorro\_backup\pre_reset_20250912_0201\printers_forms_OneClick_20250911_045859.log","6540","11.09.2025 04:59:05"
"C:\Tiptorro\_backup\pre_reset_20250912_0201\printers_forms_SavePrefs_20250910_132633.log","3862","10.09.2025 13:26:35"
"C:\Tiptorro\_backup\pre_reset_20250912_0201\printers_forms_TestASCII_20250910_132143.log","3980","10.09.2025 13:21:44"
"C:\Tiptorro\_backup\pre_reset_20250912_0201\printers_forms_TestASCII_20250910_132540.log","3980","10.09.2025 13:25:40"
"C:\Tiptorro\_backup\pre_reset_20250912_0201\printer_package_scan_20250910_130544.csv","1181","10.09.2025 13:05:45"
"C:\Tiptorro\_backup\pre_reset_20250912_0201\printer_package_scan_20250910_130544.log","1472","10.09.2025 13:05:45"
"C:\Tiptorro\_backup\pre_reset_20250912_0201\printer_package_scan_summary_20250910_130544.txt","1098","10.09.2025 13:05:45"
"C:\Tiptorro\_backup\pre_reset_20250912_0201\README.md","6334","12.09.2025 00:45:01"
"C:\Tiptorro\_backup\pre_reset_20250912_0201\reset_20250912_0200.log","230","12.09.2025 02:00:01"
"C:\Tiptorro\_backup\pre_reset_20250912_0201\reset_20250912_0201.log","536","12.09.2025 02:01:59"
"C:\Tiptorro\_backup\pre_reset_20250912_0201\services_after.csv","117","12.09.2025 02:02:00"
"C:\Tiptorro\_backup\pre_reset_20250912_0201\services_before.csv","117","12.09.2025 02:02:00"
"C:\Tiptorro\_backup\pre_reset_20250912_0201\teamviewer_id.log","110","10.09.2025 18:19:51"
"C:\Tiptorro\_backup\pre_reset_20250912_0201\teamviewer_setup_20250910_013630.log","988","10.09.2025 01:36:33"
"C:\Tiptorro\_backup\pre_reset_20250912_0201\teamviewer_setup_20250910_015633.log","880","10.09.2025 01:56:37"
"C:\Tiptorro\_export\20250912_0217\edge-policies.reg","1964","12.09.2025 02:17:22"
"C:\Tiptorro\_export\20250912_0217\manifest_basic.csv","52706","12.09.2025 02:17:23"
"C:\Tiptorro\_export\20250912_0217\manifest_hashes.csv","88637","12.09.2025 02:17:26"
"C:\Tiptorro\_export\20250912_0217\os.csv","88","12.09.2025 02:17:23"
"C:\Tiptorro\_export\20250912_0217\printers.csv","2344","12.09.2025 02:17:23"
"C:\Tiptorro\_export\20250912_0217\services.csv","117","12.09.2025 02:17:23"
"C:\Tiptorro\_export\20250912_0219\edge-policies.reg","1964","12.09.2025 02:19:18"
"C:\Tiptorro\_export\20250912_0219\manifest_basic.csv","52954","12.09.2025 02:32:52"
"C:\Tiptorro\_export\20250912_0219\manifest_hashes.csv","88998","12.09.2025 02:32:30"
"C:\Tiptorro\_export\20250912_0219\os.csv","88","12.09.2025 02:19:18"
"C:\Tiptorro\_export\20250912_0219\printers.csv","2344","12.09.2025 02:19:18"
"C:\Tiptorro\_export\20250912_0219\services.csv","65","12.09.2025 02:19:18"
